City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,vernon,50.2581,-119.2691,3.34,78,100,4.63,CA,1702530044
294,miles city,46.4083,-105.8406,1.17,65,3,3.6,US,1702530116
295,portland,45.5234,-122.6762,9.93,72,100,6.69,US,1702529507
296,zaraysk,54.7653,38.8836,-10.23,94,100,5.19,RU,1702530116
297,ifrane,33.3333,-5.25,4.33,88,100,2.31,MA,1702530117
298,hudiksvall,61.729,17.1036,-14.36,96,45,1.9,SE,1702530118
299,nkoteng,4.5167,12.0333,18.06,60,81,0.72,CM,1702530118
300,fort bragg,35.139,-79.006,8.23,65,0,1.54,US,1702530118
301,mejit,10.2753,170.8646,27.39,84,100,10.83,MH,1702530119
302,kuala terengganu,5.3302,103.1408,26.97,94,40,3.6,MY,1702530119
303,karbala,32.616,44.0249,14.79,69,6,5.86,IQ,1702530119
304,cromwell,41.5951,-72.6454,1.29,60,0,6.17,US,1702530113
305,sorong,-0.8833,131.25,29.4,69,48,4.27,ID,1702530119
306,cachoeira,-12.6183,-38.9558,20.28,92,8,1.16,BR,1702530120
307,okha,53.5739,142.9478,-17.8,92,100,12.78,RU,1702529846
308,belsand,26.45,85.4,21.3,35,0,1.46,IN,1702530120
309,mount pleasant,32.7941,-79.8626,10.12,66,0,3.6,US,1702530121
310,santa elena de uairen,4.6167,-61.1333,22.21,82,100,1.11,VE,1702530122
311,lethem,3.3803,-59.7968,28.18,63,96,5.5,GY,1702530122
312,olinda,-8.0089,-34.8553,26.85,69,20,4.63,BR,1702530070
313,sharm el-sheikh,27.8518,34.305,18.08,63,0,3.6,EG,1702530123
314,santa lucia,27.9117,-15.5407,15.62,64,0,5.14,ES,1702529862
315,frontera,26.9333,-101.45,14.94,91,100,1.34,MX,1702530124
316,arrifes,37.7667,-25.7,13.14,72,40,3.6,PT,1702530124
317,canutama,-6.5339,-64.3831,26.6,78,100,0.59,BR,1702530125
318,gualaceo,-2.9,-78.7833,18.81,91,98,1.2,EC,1702530125
319,toliara,-23.35,43.6667,30.02,54,90,3.08,MG,1702530126
320,ximeicun,24.9639,118.3794,27.98,53,0,1.32,CN,1702530126
321,hadibu,12.65,54.0333,25.49,71,74,4.71,YE,1702530127
322,yelovo,57.0538,54.9207,-14.03,79,100,4.38,RU,1702530127
323,caburan,5.9181,125.6411,32.54,53,53,2.57,PH,1702530127
324,isla mujeres,21.2311,-86.731,22.87,77,88,6.31,MX,1702530010
325,gamboma,-1.8764,15.8644,22.09,94,91,0.55,CG,1702530128
326,choibalsan,48.0667,114.5,-19.85,79,100,3.47,MN,1702530128
327,hisarya,42.5,24.7,-1.05,79,100,0.99,BG,1702530109
328,changyon,38.2508,125.0961,4.64,94,100,3.95,KP,1702530129
329,bairnsdale,-37.8333,147.6167,26.7,51,15,1.79,AU,1702530129
330,obo,5.3998,26.4869,20.09,33,100,2.74,CF,1702530130
331,nyurba,63.2842,118.3319,-22.44,95,100,4.51,RU,1702530130
332,singkil,-7.9855,111.4161,30.07,70,73,2.33,ID,1702530130
333,linxia chengguanzhen,35.6003,103.2064,-2.02,50,83,3.04,CN,1702530131
334,singaraja,-8.112,115.0882,29.15,70,85,2.89,ID,1702530131
335,amga,60.8953,131.9608,-26.94,93,100,2.34,RU,1702530131
336,qamdo,31.1667,97.2333,-3.07,26,39,4.03,CN,1702530131
337,cambria,35.5641,-121.0808,14.79,58,98,1.47,US,1702530014
338,flying fish cove,-10.4217,105.6791,28.82,65,40,4.12,CX,1702529902
339,saint-philippe,-21.3585,55.7679,28.77,76,9,2.88,RE,1702530132
340,roma,43.2128,-75.4557,-1.77,91,13,2.45,US,1702530132
341,bodo,67.28,14.405,-5.68,75,0,11.83,NO,1702530133
342,maceio,-9.6658,-35.7353,22.69,100,20,1.54,BR,1702530014
343,qandala,11.472,49.8728,24.44,71,37,1.34,SO,1702530133
344,pudur,13.0,79.15,25.39,65,6,3.9,IN,1702530134
345,karatau,43.1667,70.4667,-16.84,76,16,4.67,KZ,1702530134
346,new norfolk,-42.7826,147.0587,21.72,81,92,4.77,AU,1702529988
347,soe,-9.8607,124.284,25.91,70,71,2.72,ID,1702530134
348,port alfred,-33.5906,26.891,17.88,92,7,4.02,ZA,1702530135
349,balabac,7.9868,117.0645,29.56,69,53,7.68,PH,1702530135
350,tralee,52.2704,-9.7026,10.55,82,78,8.32,IE,1702530136
351,suva,-18.1416,178.4415,28.71,65,40,3.6,FJ,1702530136
352,formosa do rio preto,-11.0483,-45.1931,25.2,48,72,1.75,BR,1702530136
353,itoman,26.1247,127.6694,26.01,66,40,3.6,JP,1702530136
354,juba,4.8517,31.5825,23.92,27,60,0.66,SS,1702530137
355,rumphi,-11.0186,33.8575,24.03,64,26,1.74,MW,1702530137
356,sisimiut,66.9395,-53.6735,-12.67,94,98,3.53,GL,1702530137
357,nuuk,64.1835,-51.7216,-6.66,63,100,1.54,GL,1702530138
358,college,64.8569,-147.8028,-16.63,84,100,1.68,US,1702530138
359,mankono,8.0586,-6.1897,19.37,28,0,1.71,CI,1702530138
360,gubkinskiy,64.434,76.5026,-16.71,97,100,3.38,RU,1702530139
361,puerto armuelles,8.2833,-82.8667,27.27,72,32,0.45,PA,1702530139
362,gornopravdinsk,60.05,69.9,-16.52,82,100,3.9,RU,1702530139
363,brezina,33.0989,1.2608,9.48,73,96,10.96,DZ,1702530140
364,taksimo,56.3444,114.8794,-23.92,74,31,1.02,RU,1702530140
365,ebon,4.582,168.6964,27.89,80,100,5.65,MH,1702530141
366,plastun,44.7561,136.2939,-11.24,43,0,4.06,RU,1702530141
367,altai,46.3722,96.2583,-25.86,88,100,3.42,MN,1702530141
368,markovo,57.3206,107.0881,-29.05,92,74,3.0,RU,1702530142
369,abbadia san salvatore,42.8821,11.6695,5.87,86,100,1.62,IT,1702530142
370,dryden,49.7833,-92.7503,-1.84,80,75,7.2,CA,1702530061
371,pisco,-13.7,-76.2167,20.03,88,0,4.63,PE,1702530142
372,palmer,42.1584,-72.3287,-0.08,52,40,5.14,US,1702529899
373,monteagudo,-19.8167,-63.9833,19.59,97,100,0.29,BO,1702530143
374,charters towers,-20.1,146.2667,25.65,71,100,7.59,AU,1702530143
375,kharovsk,59.9642,40.1912,-12.11,93,100,4.04,RU,1702530143
376,ambovombe,-25.1667,46.0833,29.42,59,39,1.88,MG,1702530144
377,kanye,-24.9667,25.3327,19.18,72,34,8.09,BW,1702530145
378,messaad,34.1543,3.5031,10.58,63,88,8.42,DZ,1702530145
379,kupang,-10.1667,123.5833,32.32,70,20,6.69,ID,1702530145
380,nuku'alofa,-21.1333,-175.2,28.19,74,75,5.14,TO,1702530145
381,znamensk,48.5842,45.7338,-7.12,86,97,5.69,RU,1702530146
382,mariental,-24.6333,17.9667,21.61,19,92,3.3,NA,1702530146
383,port huron,42.9709,-82.4249,-0.57,69,100,2.57,US,1702530012
384,isangel,-19.55,169.2667,27.06,61,40,6.17,VU,1702530147
385,guarapari,-20.6667,-40.4975,22.39,93,26,1.77,BR,1702530147
386,port moresby,-9.4431,147.1797,27.68,89,75,5.14,PG,1702529903
387,walvis bay,-22.9575,14.5053,16.72,77,100,1.54,NA,1702530148
388,mount isa,-20.7333,139.5,38.87,27,40,5.14,AU,1702530075
389,strugi-krasnyye,58.2675,29.1114,-5.06,98,97,0.34,RU,1702530148
390,kwekwe,-18.9281,29.8149,20.02,88,100,1.53,ZW,1702530149
391,camana,-16.6228,-72.7111,21.08,84,85,2.08,PE,1702530149
392,kruisfontein,-34.0033,24.7314,16.05,81,100,9.52,ZA,1702530149
393,codrington,-38.2667,141.9667,17.94,71,100,7.71,AU,1702530150
394,arno,60.1167,18.6333,-1.23,89,100,5.63,SE,1702530150
395,taltal,-25.4,-70.4833,15.32,89,29,0.56,CL,1702530150
396,rio gallegos,-51.6226,-69.2181,9.03,46,0,1.54,AR,1702530150
397,topolobampo,25.6,-109.05,15.95,88,0,1.54,MX,1702530151
398,viedma,-40.8135,-62.9967,17.64,49,0,7.68,AR,1702530151
399,zorgo,12.2489,-0.6158,17.88,26,0,4.04,BF,1702530151
400,novobureyskiy,49.798,129.8774,-23.26,78,9,4.09,RU,1702530152
401,belmonte,-15.8631,-38.8828,23.53,80,89,1.13,BR,1702530152
402,richards bay,-28.783,32.0377,22.29,78,0,5.81,ZA,1702530152
403,mendoza,-32.8908,-68.8272,23.74,43,0,2.06,AR,1702530046
404,honiara,-9.4333,159.95,27.24,86,99,1.9,SB,1702530153
405,mar del plata,-38.0023,-57.5575,16.04,84,0,4.12,AR,1702530017
406,turkmenbasy,40.0222,52.9552,0.72,38,100,7.84,TM,1702530154
407,colonia,50.9333,6.95,7.94,91,75,4.12,DE,1702529913
408,san martin de los andes,-40.1604,-71.3486,7.03,78,0,2.08,AR,1702530154
409,port isabel,26.0734,-97.2086,21.02,89,100,4.63,US,1702530009
410,villa juarez,24.6536,-107.5411,19.14,63,0,2.06,MX,1702530155
411,saint-florentin,48.0006,3.7249,7.9,91,100,5.48,FR,1702530156
412,urumqi,43.801,87.6005,-18.47,66,0,2.0,CN,1702530085
413,prieska,-29.6641,22.7474,19.79,31,4,5.69,ZA,1702530156
414,choyr,46.3611,108.3611,-18.58,92,100,5.45,MN,1702530157
415,tafuna,-14.3358,-170.72,27.34,84,100,6.84,AS,1702530158
416,klaksvik,62.2266,-6.589,7.51,81,60,14.09,FO,1702530160
417,antofagasta,-23.65,-70.4,18.6,77,96,0.49,CL,1702530145
418,tucuma,-0.1833,-50.05,25.76,84,11,3.06,BR,1702530161
419,ulsteinvik,62.3432,5.8487,4.5,81,100,5.63,NO,1702530162
420,talcahuano,-36.7167,-73.1167,11.82,82,0,5.14,CL,1702530015
421,paradip garh,20.3167,86.6167,23.88,45,100,3.21,IN,1702530163
422,quepos,9.4236,-84.1652,25.91,73,7,2.36,CR,1702530163
423,zhezqazghan,47.7833,67.7667,-19.68,59,0,10.0,KZ,1702530164
424,conceicao da barra,-18.5933,-39.7322,22.93,81,2,1.78,BR,1702530166
425,sarangani,5.4033,125.4636,28.3,77,53,9.53,PH,1702530169
426,adam,22.3756,57.5233,21.71,32,3,1.06,OM,1702529898
427,saldanha,-33.0117,17.9442,15.03,75,74,7.83,ZA,1702530169
428,melfort,52.8667,-104.6177,3.07,44,11,5.66,CA,1702530170
429,sao vicente,-23.9631,-46.3919,25.71,26,66,0.45,BR,1702530170
430,brooks,50.5834,-111.8851,3.99,41,5,4.63,CA,1702529706
431,thakhek,17.4103,104.8307,30.06,36,74,1.0,LA,1702530171
432,luganville,-15.5333,167.1667,26.31,69,99,3.7,VU,1702530087
433,diekirch,49.8678,6.1558,7.12,61,93,2.68,LU,1702530171
434,northam,51.0333,-4.2167,8.47,94,100,4.75,GB,1702530174
435,port lincoln,-34.7333,135.8667,22.73,39,0,6.89,AU,1702530176
436,kingston,17.997,-76.7936,25.53,73,20,1.03,JM,1702530029
437,bam,29.106,58.357,16.8,34,75,6.21,IR,1702530177
438,inhambane,-23.865,35.3833,26.99,83,40,2.24,MZ,1702530177
439,kocarli,37.7611,27.7058,9.99,76,75,4.63,TR,1702530178
440,leava,-14.3,-178.1667,27.67,71,90,5.51,WF,1702530178
441,sandnessjoen,66.0217,12.6316,-4.21,68,20,1.54,NO,1702530178
442,andreapol',56.6513,32.2664,-6.02,96,100,3.1,RU,1702530179
443,lagoa,39.05,-27.9833,15.12,66,100,5.8,PT,1702530179
444,sinabang,2.4803,96.3801,28.51,75,82,0.77,ID,1702530179
445,gurupa,-1.405,-51.64,24.45,92,78,1.71,BR,1702530180
446,hotan,37.0997,79.9269,-3.28,42,8,1.99,CN,1702530181
447,wewak,-3.5534,143.6268,28.01,85,97,2.05,PG,1702530181
448,gaigeturi,33.4644,126.3183,17.03,88,100,0.51,KR,1702530181
449,kirakira,-10.4544,161.9205,28.28,66,100,3.25,SB,1702530182
450,labuan,5.2767,115.2417,31.2,70,20,1.54,MY,1702530183
451,murwara,23.85,80.4,20.7,35,69,1.3,IN,1702530183
452,puerto baquerizo moreno,-0.9,-89.6,23.93,89,51,6.11,EC,1702530025
453,douz,33.4663,9.0203,13.6,23,0,4.06,TN,1702530184
454,port blair,11.6667,92.75,30.02,74,40,4.12,IN,1702530184
455,pervomayskoye,43.919,46.7102,1.99,99,100,3.67,RU,1702530184
456,aleysk,52.4926,82.7822,-20.54,90,100,4.91,RU,1702530185
457,nautanwa,27.4333,83.4167,20.46,48,0,1.54,IN,1702530185
458,nikolayevsk-on-amure,53.1406,140.73,-21.95,74,21,8.8,RU,1702530186
459,mokhsogollokh,61.4681,128.9203,-25.15,93,100,2.7,RU,1702530186
460,le morne-rouge,14.7667,-61.1333,21.76,78,20,5.95,MQ,1702530186
461,khandyga,62.6667,135.6,-40.63,100,93,0.62,RU,1702529989
462,champerico,14.3,-91.9167,26.58,70,3,0.96,GT,1702530187
463,lefkada,38.8275,20.7019,13.95,94,75,2.06,GR,1702530188
464,lugovoye,42.9094,72.7178,-11.11,71,1,3.73,KZ,1702530188
465,saint-pierre,-21.3393,55.4781,29.76,70,0,3.09,RE,1702530188
466,kalabo,-14.97,22.6814,19.52,93,100,2.45,ZM,1702530189
467,bowen,-20.0167,148.2333,27.37,68,82,6.33,AU,1702530189
468,essaouira,31.5125,-9.77,16.72,77,48,5.66,MA,1702530190
469,uribia,11.7139,-72.266,26.07,78,100,6.05,CO,1702530190
470,geraldton,-28.7667,114.6,29.23,45,1,6.69,AU,1702530191
471,la bresse,47.9997,6.865,4.12,98,100,1.21,FR,1702530191
472,maumere,-8.6199,122.2111,30.06,64,60,1.16,ID,1702530191
473,magadan,59.5667,150.8,-12.48,74,100,5.92,RU,1702530192
474,cantagalo,-21.9811,-42.3681,18.13,97,15,1.01,BR,1702530192
475,mantua,45.1667,10.7833,6.72,92,83,2.24,IT,1702530193
476,ishikawa,26.4233,127.8214,26.18,63,40,3.6,JP,1702530193
477,lerwick,60.1545,-1.1494,6.0,91,100,14.48,GB,1702530193
478,zamora,-4.0692,-78.9567,23.82,98,89,0.45,EC,1702530035
479,zarghun shahr,32.8473,68.4457,5.62,27,100,0.99,AF,1702530194
480,ust-tsilma,65.441,52.1498,-12.18,95,100,2.78,RU,1702530195
481,muana,-1.5283,-49.2167,24.99,91,11,2.26,BR,1702530196
482,lompoc,34.6391,-120.4579,10.29,95,0,2.06,US,1702530006
483,medicine hat,50.0501,-110.6683,5.24,30,0,8.75,CA,1702530004
484,freetown,8.484,-13.2299,22.84,94,20,1.54,SL,1702530197
485,manta,-0.95,-80.7333,26.67,74,75,5.66,EC,1702529990
486,caraballeda,10.6112,-66.8522,26.04,83,0,0.51,VE,1702530197
487,box elder,41.5005,-112.8764,1.68,69,3,2.67,US,1702530198
488,north elba,44.2434,-73.9543,-7.12,84,97,0.45,US,1702530199
489,peace river,56.2501,-117.286,6.17,48,75,7.72,CA,1702530199
490,ullal,12.8,74.85,27.53,61,18,5.14,IN,1702530200
491,pariaman,-0.619,100.12,29.03,71,50,3.18,ID,1702530200
492,monrovia,6.3005,-10.7969,23.87,88,52,2.45,LR,1702530200
493,xiaoshi,41.2971,124.1209,-4.03,59,100,1.81,CN,1702530201
494,mata-utu,-13.2816,-176.1745,28.12,74,95,6.34,WF,1702530201
495,fort mcmurray,56.7268,-111.381,7.77,39,100,4.12,CA,1702530029
496,czluchow,53.6672,17.3588,-0.34,93,100,4.1,PL,1702530202
497,pemangkat,1.1667,108.9667,29.35,73,53,3.28,ID,1702530202
498,vikulovo,56.8167,70.6107,-22.65,87,78,3.49,RU,1702530203
499,carangola,-20.7331,-42.0294,20.25,99,36,1.18,BR,1702530049
500,saratovskaya,44.7103,39.2244,3.77,92,23,2.07,RU,1702530204
501,santa sylvina,-27.8326,-61.1375,31.93,51,89,6.88,AR,1702530204
502,nellore,14.4333,79.9667,27.19,58,23,5.36,IN,1702530204
503,lima,-12.0432,-77.0282,20.5,82,75,6.17,PE,1702530001
504,fredericksburg,38.3032,-77.4605,4.23,59,0,11.18,US,1702529833
505,jaicos,-7.3592,-41.1378,26.76,42,47,4.02,BR,1702529932
506,yaren,-0.5472,166.916,29.18,75,14,4.28,NR,1702530205
507,montepuez,-13.1256,38.9997,25.74,69,87,2.3,MZ,1702530206
508,santa vitoria do palmar,-33.5189,-53.3681,20.4,97,1,0.93,BR,1702530206
509,puerto ayacucho,5.6639,-67.6236,25.54,81,42,1.17,VE,1702530207
510,mutare,-18.9707,32.6709,19.86,93,98,1.76,ZW,1702530207
511,kavieng,-2.5744,150.7967,28.66,76,82,2.62,PG,1702529914
512,faya-largeau,17.9257,19.1043,15.16,38,0,6.76,TD,1702530141
513,afif,23.9065,42.9172,12.21,47,0,3.04,SA,1702530208
514,bandundu,-3.3167,17.3667,22.2,96,100,0.48,CD,1702530210
515,muli,2.9167,73.5667,27.49,80,72,3.81,MV,1702530211
516,sala consilina,40.3912,15.5989,11.16,95,82,2.31,IT,1702530211
517,tshabong,-26.05,22.45,24.29,25,26,2.13,BW,1702530212
518,rongelap,11.1635,166.8941,27.19,82,98,10.58,MH,1702530212
519,berdigestyakh,62.0989,126.6992,-24.04,95,100,3.27,RU,1702530213
520,kill devil hills,36.0307,-75.676,11.1,59,0,4.12,US,1702530188
521,kadom,54.5592,42.4675,-9.89,93,100,4.37,RU,1702530214
522,bastia,42.6667,9.3333,13.5,70,0,6.26,FR,1702530214
523,jilib,0.4883,42.7854,28.28,72,87,2.84,SO,1702530215
524,lautoka,-17.6167,177.4667,29.92,48,75,5.66,FJ,1702530215
525,pacific grove,36.6177,-121.9166,11.48,86,100,2.35,US,1702530043
526,nantucket,41.2835,-70.0995,2.27,51,40,8.75,US,1702530101
527,laguna,38.421,-121.4238,10.6,85,0,1.54,US,1702530217
528,rasht,37.2808,49.5832,9.9,100,100,5.14,IR,1702530217
529,kapuskasing,49.4169,-82.4331,-11.95,85,75,3.6,CA,1702530201
530,yeppoon,-23.1333,150.7333,31.88,60,16,5.69,AU,1702530218
531,buta,2.7858,24.73,20.7,92,100,0.91,CD,1702530218
532,al wafrah,28.6392,47.9306,15.55,53,0,5.25,KW,1702530219
533,porto novo,6.4965,2.6036,23.31,54,1,1.4,BJ,1702530219
534,altamira,-3.2033,-52.2064,23.07,98,35,1.41,BR,1702530219
535,toropets,56.4978,31.6353,-4.36,96,100,3.45,RU,1702530219
536,kargasok,59.0556,80.8572,-15.84,95,96,2.47,RU,1702530220
537,marsa alam,25.0757,34.8918,20.93,68,3,3.63,EG,1702530220
538,armacao de buzios,-22.7469,-41.8817,23.03,93,8,4.55,BR,1702529998
539,hajin,34.6927,40.827,11.03,67,1,4.84,SY,1702530221
540,al kharijah,25.4514,30.5464,13.18,65,0,3.56,EG,1702530221
541,lakatoro,-16.0999,167.4164,26.51,67,100,6.23,VU,1702530222
542,usogorsk,63.4106,48.6872,-12.41,94,100,3.35,RU,1702530222
543,yilan,24.757,121.753,29.92,67,10,2.57,TW,1702530222
544,varberg,57.1056,12.2508,-2.09,84,20,3.84,SE,1702530223
545,al muwayh,22.4333,41.7583,13.35,40,0,3.93,SA,1702530223
546,valparaiso,-33.0393,-71.6273,14.8,72,20,5.66,CL,1702530224
547,harrismith,-28.2728,29.1295,15.7,84,100,4.7,ZA,1702530224
548,hinton,53.4001,-117.5857,-4.71,86,100,1.52,CA,1702530057
549,anadyr,64.75,177.4833,-11.72,72,0,6.0,RU,1702530225
550,san patricio,28.017,-97.5169,18.92,84,100,7.98,US,1702530225
551,nadym,65.5333,72.5167,-14.76,96,100,3.68,RU,1702530226
552,kayyerkan,69.3786,87.7439,-25.95,75,100,5.65,RU,1702530226
553,chibougamau,49.9168,-74.3659,-12.21,85,100,5.14,CA,1702530227
554,yanam,16.7333,82.2167,26.61,60,39,3.76,IN,1702530227
555,tindouf,27.6711,-8.1474,11.25,35,0,4.12,DZ,1702530228
556,novo aripuana,-5.1206,-60.3797,23.81,97,64,0.56,BR,1702530228
557,buka,40.8108,69.1986,-5.02,69,100,0.98,UZ,1702530228
558,mana,5.6592,-53.7767,25.6,92,100,4.26,GF,1702530229
559,tours,47.4167,0.6667,7.1,86,100,3.6,FR,1702530229
560,kichmengskiy gorodok,59.9816,45.7854,-12.84,90,100,3.74,RU,1702530230
561,malpica,43.3228,-8.8105,10.74,82,49,2.8,ES,1702530230
562,deschutes river woods,43.9915,-121.3584,2.46,79,0,4.12,US,1702530230
563,agat village,13.3886,144.6585,30.53,73,20,8.75,GU,1702530230
564,grand falls-windsor,48.9332,-55.6649,-0.95,71,93,7.62,CA,1702530231
565,mo i rana,66.3128,14.1428,-19.74,77,40,0.0,NO,1702530231
566,cave creek,33.8333,-111.9508,11.31,30,4,1.79,US,1702530041
567,san pedro pochutla,15.7333,-96.4667,24.1,63,66,1.38,MX,1702530232
568,aketi,2.7388,23.7833,21.45,92,90,0.99,CD,1702530233
569,velikiye luki,56.34,30.5452,-0.63,97,100,3.32,RU,1702530233
570,san juan,-31.5375,-68.5364,25.76,33,0,0.93,AR,1702530149
571,broken hill,-31.95,141.4333,31.42,25,0,6.52,AU,1702530234
572,argo,37.6333,22.7333,13.59,67,97,2.17,GR,1702530235
573,san antonio,29.4241,-98.4936,13.28,71,75,5.14,US,1702530110
574,ishigaki,24.3448,124.1572,26.07,65,20,4.12,JP,1702530236
575,mugia,43.1041,-9.2179,9.39,70,35,4.95,ES,1702530236
576,obihiro,42.9172,143.2044,-0.33,55,3,7.32,JP,1702530236
577,lumina,44.2833,28.5667,8.56,93,100,3.6,RO,1702530237
578,praia da vitoria,38.7333,-27.0667,14.14,77,20,4.83,PT,1702530237
579,zuyevka,58.405,51.1335,-13.46,88,100,4.53,RU,1702530237
580,mucuri,-18.0864,-39.5508,23.98,78,1,3.42,BR,1702530238
581,ingeniero jacobacci,-41.3427,-69.5448,13.38,40,5,2.59,AR,1702530238
582,lubang,13.8584,120.124,28.74,72,13,10.69,PH,1702530238
583,mangrol,21.1167,70.1167,26.02,40,28,3.51,IN,1702530239
584,smithers,54.7804,-127.1743,-2.82,86,75,0.0,CA,1702530239
585,silver springs,29.1044,-82.0206,16.08,82,87,5.83,US,1702530239
586,maymana,35.9214,64.7836,10.39,41,45,0.29,AF,1702530239
587,tabou,4.423,-7.3528,25.65,83,1,1.8,CI,1702530239
588,kralendijk,12.15,-68.2667,25.99,89,85,5.66,BQ,1702530240
589,prado,-17.3411,-39.2208,23.36,84,51,2.11,BR,1702530240
